"","ID","Sample","Dataset_description","Chip_ID","Series","Chip_description","PMID","Cell_description","Cell_type","Class"
"320","Hs.67.BM_.Prog..GMP.r1","Granulocyte.macrophage_progenitor.1","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488970","GSE19599","r1","20211010","Bone_marrow_._progenitors","HSC","HSC"
"321","Hs.67.BM_.Prog..GMP.r2","Granulocyte.macrophage_progenitor.2","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488971","GSE19599","r2","20211010","Bone_marrow_._progenitors","HSC","HSC"
"322","Hs.67.BM_.Prog..MEP.r1","Megakaryocyte.erythroid_progenitor_.1","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488974","GSE19599","r1","20211010","Bone_marrow_._progenitors","HSC","HSC"
"323","Hs.67.BM_.Prog..MEP.r2","Megakaryocyte.erythroid_progenitor_.2","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488975","GSE19599","r2","20211010","Bone_marrow_._progenitors","HSC","HSC"
"324","Hs.67.BM_.Prog..Myelocyte.r1","Myelocyte.1","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488976","GSE19599","r1","20211010","Bone_marrow_._progenitors","HSC","HSC"
"325","Hs.67.BM_.Prog..Myelocyte.r2","Myelocyte.2","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488977","GSE19599","r2","20211010","Bone_marrow_._progenitors","HSC","HSC"
"326","Hs.67.BM_.Prog..Pro.Myelocyte.r1","Pro.myelocyte.1","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488982","GSE19599","r1","20211010","Bone_marrow_._progenitors","HSC","HSC"
"327","Hs.67.BM_.Prog..Pro.Myelocyte.r2","Pro.myelocyte.2","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488983","GSE19599","r2","20211010","Bone_marrow_._progenitors","HSC","HSC"
"328","Hs.1.BM_.Prog..CFU.E.r1","Colony.forming_unit_erythrocyte:cfu.e.1","CFU.E","HH1715_u133plus2_011004.CEL","Alison Merryweather.Clark","r1","n/a","Bone_marrow_._progenitors","HSC","HSC"
"329","Hs.67.BM_.Prog..Pre.B_cell_CD34..r1","Pre.b_cell_cd34..1","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488978","GSE19599","r1","20211010","Bone_marrow_._progenitors","HSC","HSC"
"330","Hs.67.BM_.Prog..Pre.B_cell_CD34..r2","Pre.b_cell_cd34..2","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488979","GSE19599","r2","20211010","Bone_marrow_._progenitors","HSC","HSC"
"331","Hs.67.BM_.Prog..Pro.B_cell_CD34..r1","Pro.b_cell_cd34..1","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488980","GSE19599","r1","20211010","Bone_marrow_._progenitors","HSC","HSC"
"332","Hs.67.BM_.Prog..Pro.B_cell_CD34..r2","Pro.b_cell_cd34..2","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488981","GSE19599","r2","20211010","Bone_marrow_._progenitors","HSC","HSC"
"333","Hs.67.BM_.Prog..Bcell_immature.r1","B_cell_immature.1","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488972","GSE19599","r1","20211010","Bone_marrow_._progenitors","HSC","HSC"
"334","Hs.67.BM_.Prog..Bcell_immature.r2","B_cell_immature.2","Expression data for normal flow sorted hematopietic cell subpopulations","GSM488973","GSE19599","r2","20211010","Bone_marrow_._progenitors","HSC","HSC"
"335","Hs.18.Platelets_._reticulocytes.platelet.r1","Platelets_._reticulocytes:platelet.1","Platelets from healthy volunteers","GSM290414","GSE11524","platelet_Ctrl_1","17353439","Platelets_._reticulocytes","HSC","HSC"
"336","Hs.18.Platelets_._reticulocytes.platelet.r2","Platelets_._reticulocytes:platelet.2","Platelets from healthy volunteers","GSM290415","GSE11524","platelet_Ctrl_2","17353439","Platelets_._reticulocytes","HSC","HSC"
"337","Hs.18.Platelets_._reticulocytes.platelet.r7","Platelets_._reticulocytes:platelet.3","Platelets from healthy volunteers","GSM290420","GSE11524","platelet_Ctrl_7","17353439","Platelets_._reticulocytes","HSC","HSC"
"338","Hs.18.Platelets_._reticulocytes.platelet.r8","Platelets_._reticulocytes:platelet.4","Platelets from healthy volunteers","GSM290421","GSE11524","platelet_Ctrl_8","17353439","Platelets_._reticulocytes","HSC","HSC"
"339","Hs.18.Platelets_._reticulocytes.platelet.r10","Platelets_._reticulocytes:platelet.5","Platelets from healthy volunteers","GSM290423","GSE11524","platelet_Ctrl_10","17353439","Platelets_._reticulocytes","HSC","HSC"
"340","Hs.1.Erythroblast.inter.erythroblast.r1","Erythroblast:inter.erythroblast.1","Inter.Erythroblast","HH1719_u133plus2_011004.CEL","Alison Merryweather.Clark",NA,"n/a","Erythroblast","HSC","HSC"
"341","Hs.1.Erythroblast.inter.erythroblast.r2","Erythroblast:inter.erythroblast.2","Inter.Erythroblast","HH1720_u133plus2_011004.CEL","Alison Merryweather.Clark",NA,"n/a","Erythroblast","HSC","HSC"
"342","Hs.1.Erythroblast.inter.erythroblast.r3","Erythroblast:inter.erythroblast.3","Inter.Erythroblast","HH1721_u133plus2_011004.CEL","Alison Merryweather.Clark",NA,"n/a","Erythroblast","HSC","HSC"
"343","Hs.1.Erythroblast.inter.erythroblast.r4","Erythroblast:inter.erythroblast.4","Inter.Erythroblast","HH1722_u133plus2_011004.CEL","Alison Merryweather.Clark",NA,"n/a","Erythroblast","HSC","HSC"
"344","Hs.1.Erythroblast.late.erythroblast.","Erythroblast:late.erythroblast.1","Late.Erythroblast","HH1723_u133plus2_011004.CEL","Alison Merryweather.Clark",NA,"n/a","Erythroblast","HSC","HSC"
"345","Hs.1.Erythroblast.pro.erythroblast.r1","Erythroblast:pro.erythroblast.1","Pro.Erythroblast","HH1716_u133plus2_011004.CEL","Alison Merryweather.Clark",NA,"n/a","Erythroblast","HSC","HSC"
"346","Hs.1.Erythroblast.pro.erythroblast.r2","Erythroblast:pro.erythroblast.2","Pro.Erythroblast","HH1717_u133plus2_011004.CEL","Alison Merryweather.Clark",NA,"n/a","Erythroblast","HSC","HSC"
"347","Hs.1.Erythroblast.pro.erythroblast.r3","Erythroblast:pro.erythroblast.3","Pro.Erythroblast","HH1718_u133plus2_011004.CEL","Alison Merryweather.Clark",NA,"n/a","Erythroblast","HSC","HSC"
"348","Hs.63.fetal_blood.BM_.Prog..MSC.r1","Fetal_blood:msc.1","Human fetal bone marrow (3 samples), liver (3 samples) and blood derived mesenchymal stem cells (3 samples) compared to blood mononuclear cells (3 samples) from pregnant women","GSM469125","GSE18934","fetal blood_r1","20200148","Bone_marrow_._progenitors","HSC","HSC"
"349","Hs.63.fetal_blood.BM_.Prog..MSC.r2","Fetal_blood:msc.2","Human fetal bone marrow (3 samples), liver (3 samples) and blood derived mesenchymal stem cells (3 samples) compared to blood mononuclear cells (3 samples) from pregnant women","GSM469136","GSE18934","fetal blood_r2","20200148","Bone_marrow_._progenitors","HSC","HSC"
"350","Hs.63.fetal_blood.BM_.Prog..MSC.r3","Fetal_blood:msc.3","Human fetal bone marrow (3 samples), liver (3 samples) and blood derived mesenchymal stem cells (3 samples) compared to blood mononuclear cells (3 samples) from pregnant women","GSM469126","GSE18934","fetal blood_r3","20200148","Bone_marrow_._progenitors","HSC","HSC"
"351","Hs.63.fetal_bm.BM_.Prog..MSC.r1","Fetal_bm:msc.1","Human fetal bone marrow (3 samples), liver (3 samples) and blood derived mesenchymal stem cells (3 samples) compared to blood mononuclear cells (3 samples) from pregnant women","GSM469127","GSE18934","fetal bone barrow_r1","20200148","Bone_marrow_._progenitors","HSC","HSC"
"352","Hs.63.fetal_bm.BM_.Prog..MSC.r2","Fetal_bm:msc.2","Human fetal bone marrow (3 samples), liver (3 samples) and blood derived mesenchymal stem cells (3 samples) compared to blood mononuclear cells (3 samples) from pregnant women","GSM469128","GSE18934","fetal bone barrow_r2","20200148","Bone_marrow_._progenitors","HSC","HSC"
"353","Hs.63.fetal_bm.BM_.Prog..MSC.r3","Fetal_bm:msc.3","Human fetal bone marrow (3 samples), liver (3 samples) and blood derived mesenchymal stem cells (3 samples) compared to blood mononuclear cells (3 samples) from pregnant women","GSM469129","GSE18934","fetal bone barrow_r3","20200148","Bone_marrow_._progenitors","HSC","HSC"
"354","Hs.63.fetal_liver.BM_.Prog..MSC.r1","Fetal_liver:msc.1","Human fetal bone marrow (3 samples), liver (3 samples) and blood derived mesenchymal stem cells (3 samples) compared to blood mononuclear cells (3 samples) from pregnant women","GSM469130","GSE18934","fetal liver_r1","20200148","Bone_marrow_._progenitors","HSC","HSC"
"355","Hs.63.fetal_liver.BM_.Prog..MSC.r2","Fetal_liver:msc.2","Human fetal bone marrow (3 samples), liver (3 samples) and blood derived mesenchymal stem cells (3 samples) compared to blood mononuclear cells (3 samples) from pregnant women","GSM469131","GSE18934","fetal liver_r2","20200148","Bone_marrow_._progenitors","HSC","HSC"
"356","Hs.63.fetal_liver.BM_.Prog..MSC.r3","Fetal_liver:msc.3","Human fetal bone marrow (3 samples), liver (3 samples) and blood derived mesenchymal stem cells (3 samples) compared to blood mononuclear cells (3 samples) from pregnant women","GSM469132","GSE18934","fetal liver_r3","20200148","Bone_marrow_._progenitors","HSC","HSC"
"357","Hs.80.Monocyte.cntrl.r1","Monocyte:intestinal.1","unstimulated intestinal monocytes and macrophages, and flagellin stimulated monocytes and macrophages","GSM556647","GSE22373","Intestinal_monocyte_Cntl_1","20388715","Monocyte","Mono","Mono"
"358","Hs.80.Monocyte.cntrl.r2","Monocyte:intestinal.2","unstimulated intestinal monocytes and macrophages, and flagellin stimulated monocytes and macrophages","GSM556663","GSE22373","Intestinal_monocyte_Cntl_2","20388715","Monocyte","Mono","Mono"
"359","Hs.80.Monocyte.S._typhimurium_flagellin_.","Monocyte:intestinal.3","unstimulated intestinal monocytes and macrophages, and flagellin stimulated monocytes and macrophages","GSM556665","GSE22373","Intestinal_monocyte.flagellin","20388715","Monocyte","Mono","Mono"
"360","Hs.103.Monocyte.cntrl_Ab_24h.r1","Monocyte.mixed.1","monocytes stimulated with anti.FcgRIIB antibody","GSM182002","GSE7509","B240 monocytes treated with isotype control antibody for 24 hrs","17502666","Monocyte","Mono","Mono"
"361","Hs.103.Monocyte.cntrl_Ab_24h.r2","Monocyte.mixed.2","monocytes stimulated with anti.FcgRIIB antibody","GSM182003","GSE7509","B307 Monocytes treated with isotype control antibody for 24 hrs","17502666","Monocyte","Mono","Mono"
"362","Hs.103.Monocyte.cntrl_Ab_24h.r3","Monocyte.mixed.3","monocytes stimulated with anti.FcgRIIB antibody","GSM182000","GSE7509","B239 Monocytes treated with isotype control antibody for 24 hrs","17502666","Monocyte","Mono","Mono"
"363","Hs.103.Monocyte.anti.FcgRIIB_24_h.r1","Monocyte.mixed.4","monocytes stimulated with anti.FcgRIIB antibody","GSM182001","GSE7509","B239 monocytes treated with anti.FcgRIIB antibody for 24 hrs","17502666","Monocyte","Mono","Mono"
"364","Hs.103.Monocyte.anti.FcgRIIB_24_h.r2","Monocyte.mixed.5","monocytes stimulated with anti.FcgRIIB antibody","GSM182004","GSE7509","B307 Monocytes treated with anti.FcgRIIB antibody for 24 hrs","17502666","Monocyte","Mono","Mono"
"365","Hs.105.Monocyte.cntrl_30min.r1","Monocyte.mixed.6","Leukotriene D4.stimulated (and control) human monocytes","GSM189447","GSE7807","Donor 1 . control","18028998","Monocyte","Mono","Mono"
"366","Hs.105.Monocyte.cntrl_30min.r2","Monocyte.mixed.7","Leukotriene D4.stimulated (and control) human monocytes","GSM189448","GSE7807","Donor 2 . control","18028998","Monocyte","Mono","Mono"
"367","Hs.105.Monocyte.cntrl_30min.r3","Monocyte.mixed.8","Leukotriene D4.stimulated (and control) human monocytes","GSM189449","GSE7807","Donor 3 . control","18028998","Monocyte","Mono","Mono"
"368","Hs.105.Monocyte.cntrl_30min.r4","Monocyte.mixed.9","Leukotriene D4.stimulated (and control) human monocytes","GSM189450","GSE7807","Donor 4 . control","18028998","Monocyte","Mono","Mono"
"369","Hs.105.Monocyte.leukotriene_D4_30min.r1","Monocyte.mixed.10","Leukotriene D4.stimulated (and control) human monocytes","GSM189451","GSE7807","Donor 1 . LTD4 stimulated","18028998","Monocyte","Mono","Mono"
"370","Hs.105.Monocyte.leukotriene_D4_30min.r2","Monocyte.mixed.11","Leukotriene D4.stimulated (and control) human monocytes","GSM189452","GSE7807","Donor 2 . LTD4 stimulated","18028998","Monocyte","Mono","Mono"
"371","Hs.105.Monocyte.leukotriene_D4_30min.r3","Monocyte.mixed.12","Leukotriene D4.stimulated (and control) human monocytes","GSM189453","GSE7807","Donor 3 . LTD4 stimulated","18028998","Monocyte","Mono","Mono"
"372","Hs.105.Monocyte.leukotriene_D4_30min.r4","Monocyte.mixed.13","Leukotriene D4.stimulated (and control) human monocytes","GSM189454","GSE7807","Donor 4 . LTD4 stimulated","18028998","Monocyte","Mono","Mono"
"373","Hs.115.Monocyte.CD14..r1","Monocyte.mixed.14","Monocyte_CD14","HH1762_UI33plus2_201004.CEL","Paul Lyons",NA,"n/a","Monocyte","Mono","Mono"
"374","Hs.115.Monocyte.CD14..r2","Monocyte.mixed.15","Monocyte_CD14","HH1767_UI33plus2_201004.CEL","Paul Lyons",NA,"n/a","Monocyte","Mono","Mono"
"375","Hs.115.Monocyte.CD14..r3","Monocyte.mixed.16","Monocyte_CD14","HH1772_u133plus2_211004.CEL","Paul Lyons",NA,"n/a","Monocyte","Mono","Mono"
"376","Hs.115.Monocyte.CD14..r4","Monocyte.mixed.17","Monocyte_CD14","HH1777_U133plus2_041104.CEL","Paul Lyons",NA,"n/a","Monocyte","Mono","Mono"
"377","Hs.115.Monocyte.CD14..r5","Monocyte.mixed.18","Monocyte_CD14","HH1785_U133plus2_011204.CEL","Paul Lyons",NA,"n/a","Monocyte","Mono","Mono"
"378","Hs.115.Monocyte.CD14..r6","Monocyte.mixed.19","Monocyte_CD14","HH1790_U133plus2_091104.CEL","Paul Lyons",NA,"n/a","Monocyte","Mono","Mono"
"379","Hs.23.Monocyte.cntrl_24h.r1","Monocyte.mixed.20","human monocytes infected with Francisella tularensis (or control)","GSM305430","GSE12108","Uninfected D1_UT","18698339","Monocyte","Mono","Mono"
"380","Hs.23.Monocyte.cntrl_24h.r2","Monocyte.mixed.21","human monocytes infected with Francisella tularensis (or control)","GSM305432","GSE12108","Uninfected D2_UT","18698339","Monocyte","Mono","Mono"
"381","Hs.23.Monocyte.F._tularensis_novicida_24h.r3","Monocyte.mixed.22","human monocytes infected with Francisella tularensis (or control)","GSM305433","GSE12108","F. novicida infected D3_FN","18698339","Monocyte","Mono","Mono"
"382","Hs.23.Monocyte.cntrl_24h.r3","Monocyte.mixed.23","human monocytes infected with Francisella tularensis (or control)","GSM305434","GSE12108","Uninfected D3_UT","18698339","Monocyte","Mono","Mono"
"383","Hs.23.Monocyte.F._tularensis_novicida_24h.r4","Monocyte.mixed.24","human monocytes infected with Francisella tularensis (or control)","GSM305435","GSE12108","F. novicida infected D4_FN","18698339","Monocyte","Mono","Mono"
"384","Hs.23.Monocyte.cntrl_24h.r4","Monocyte.mixed.25","human monocytes infected with Francisella tularensis (or control)","GSM305436","GSE12108","Uninfected D4_UT","18698339","Monocyte","Mono","Mono"
"385","Hs.23.Monocyte.F._tularensis_Schu_S4_24h.r5","Monocyte.mixed.26","human monocytes infected with Francisella tularensis (or control)","GSM305437","GSE12108","Schu S4 infected D5_S4","18698339","Monocyte","Mono","Mono"
"386","Hs.23.Monocyte.cntrl_24h.r5","Monocyte.mixed.27","human monocytes infected with Francisella tularensis (or control)","GSM305438","GSE12108","Uninfected D5_UT","18698339","Monocyte","Mono","Mono"
"387","Hs.23.Monocyte.cntrl_24h.r6","Monocyte.mixed.28","human monocytes infected with Francisella tularensis (or control)","GSM305440","GSE12108","Uninfected D6_UT","18698339","Monocyte","Mono","Mono"
"388","Hs.23.Monocyte.F._tularensis_Schu_S4_24h.r7","Monocyte.mixed.29","human monocytes infected with Francisella tularensis (or control)","GSM305441","GSE12108","Schu S4 infected D7_S4","18698339","Monocyte","Mono","Mono"
"389","Hs.23.Monocyte.F._tularensis_Schu_S4_24h.r8","Monocyte.mixed.30","human monocytes infected with Francisella tularensis (or control)","GSM305442","GSE12108","Schu S4 infected D8_S4","18698339","Monocyte","Mono","Mono"
"390","Hs.23.Monocyte.F._tularensis_Schu_S4_24h.r6","Monocyte.mixed.31","human monocytes infected with Francisella tularensis (or control)","GSM305439","GSE12108","Schu S4 infected D6_S4","18698339","Monocyte","Mono","Mono"
"391","Hs.36.Monocyte.CD14..r1","Monocyte:cd14..1","CD14. monocytes were isolated from three healthy volunteers","GSM350084","GSE13899","CD14. at baseline, biological replicate 1","20416132","Monocyte","Mono","Mono"
"392","Hs.36.Monocyte.CD14..r2","Monocyte:cd14..2","CD14. monocytes were isolated from three healthy volunteers","GSM350085","GSE13899","CD14. at baseline, biological replicate 2","20416132","Monocyte","Mono","Mono"
"393","Hs.36.Monocyte.CD14..r3","Monocyte:cd14..3","CD14. monocytes were isolated from three healthy volunteers","GSM350086","GSE13899","CD14. at baseline, biological replicate 3","20416132","Monocyte","Mono","Mono"
"394","Hs.54.Monocyte.CD16..r1","Monocyte:cd16..1","CD16. and CD16. peripheral blood monocytes from healthy individuals","GSM422109","GSE16836","Peripheral blood monocytes, CD16 negative, rep1","19712453","Monocyte","Mono","Mono"
"395","Hs.54.Monocyte.CD16..r2","Monocyte:cd16..2","CD16. and CD16. peripheral blood monocytes from healthy individuals","GSM422110","GSE16836","Peripheral blood monocytes, CD16 negative, rep2","19712453","Monocyte","Mono","Mono"
"396","Hs.54.Monocyte.CD16..r3","Monocyte:cd16..3","CD16. and CD16. peripheral blood monocytes from healthy individuals","GSM422111","GSE16836","Peripheral blood monocytes, CD16 negative, rep3","19712453","Monocyte","Mono","Mono"
"397","Hs.54.Monocyte.CD16..r4","Monocyte:cd16..4","CD16. and CD16. peripheral blood monocytes from healthy individuals","GSM422112","GSE16836","Peripheral blood monocytes, CD16 negative, rep4","19712453","Monocyte","Mono","Mono"
"398","Hs.54.Monocyte.CD16_..r1","Monocyte:cd16..1","CD16. and CD16. peripheral blood monocytes from healthy individuals","GSM422113","GSE16836","Peripheral blood monocytes, CD16 positive, rep1","19712453","Monocyte","Mono","Mono"
"399","Hs.54.Monocyte.CD16_..r2","Monocyte:cd16..2","CD16. and CD16. peripheral blood monocytes from healthy individuals","GSM422114","GSE16836","Peripheral blood monocytes, CD16 positive, rep2","19712453","Monocyte","Mono","Mono"
"400","Hs.54.Monocyte.CD16_..r3","Monocyte:cd16..3","CD16. and CD16. peripheral blood monocytes from healthy individuals","GSM422116","GSE16836","Peripheral blood monocytes, CD16 positive, rep4","19712453","Monocyte","Mono","Mono"
"401","Hs.61.Monocyte.CD16..r1","Monocyte:cd16..1","monocyte subsets (CD16. and CD16.) were isolated from venous heparinized blood from apparently healthy human volunteers","GSM432175","GSE18565","CD16. 1","19965649","Monocyte","Mono","Mono"
"402","Hs.61.Monocyte.CD16..r2","Monocyte:cd16..2","monocyte subsets (CD16. and CD16.) were isolated from venous heparinized blood from apparently healthy human volunteers","GSM432176","GSE18565","CD16. 2","19965649","Monocyte","Mono","Mono"
"403","Hs.61.Monocyte.CD16..r3","Monocyte:cd16..3","monocyte subsets (CD16. and CD16.) were isolated from venous heparinized blood from apparently healthy human volunteers","GSM432177","GSE18565","CD16. 3","19965649","Monocyte","Mono","Mono"
"404","Hs.61.Monocyte.CD16_..r1","Monocyte:cd16..1","monocyte subsets (CD16. and CD16.) were isolated from venous heparinized blood from apparently healthy human volunteers","GSM432178","GSE18565","CD16. 1","19965649","Monocyte","Mono","Mono"
"405","Hs.61.Monocyte.CD16_..r2","Monocyte:cd16..2","monocyte subsets (CD16. and CD16.) were isolated from venous heparinized blood from apparently healthy human volunteers","GSM432179","GSE18565","CD16. 2","19965649","Monocyte","Mono","Mono"
"406","Hs.61.Monocyte.CD16_..r3","Monocyte:cd16..3","monocyte subsets (CD16. and CD16.) were isolated from venous heparinized blood from apparently healthy human volunteers","GSM432180","GSE18565","CD16. 3","19965649","Monocyte","Mono","Mono"
"407","Hs.90.Monocyte.r303","Monocyte.1","circulating CD14./CD16. monocytes from healthy controls","GSM140244","GSE6054","control participant P303","19040724","Monocyte","Mono","Mono"
"408","Hs.90.Monocyte.r307","Monocyte.2","circulating CD14./CD16. monocytes from healthy controls","GSM140245","GSE6054","control participant P307","19040724","Monocyte","Mono","Mono"
"409","Hs.90.Monocyte.r309","Monocyte.3","circulating CD14./CD16. monocytes from healthy controls","GSM140246","GSE6054","control participant P309","19040724","Monocyte","Mono","Mono"
"410","Hs.90.Monocyte.r311","Monocyte.4","circulating CD14./CD16. monocytes from healthy controls","GSM140247","GSE6054","control participant P311","19040724","Monocyte","Mono","Mono"
"411","Hs.90.Monocyte.r313","Monocyte.5","circulating CD14./CD16. monocytes from healthy controls","GSM140248","GSE6054","control participant P313","19040724","Monocyte","Mono","Mono"
"412","Hs.90.Monocyte.r317","Monocyte.6","circulating CD14./CD16. monocytes from healthy controls","GSM140249","GSE6054","control participant P317","19040724","Monocyte","Mono","Mono"
"413","Hs.71.Monocyte.MCSF_6d.r1","Monocyte.mixed.1","Human blood monocytes were differentiated over six days with either 100 ng/ml M.CSF or 1 umol/l CXCL4","GSM514669","GSE20484","MCSF_A","20335529","Monocyte","Mono","Mono"
"414","Hs.71.Monocyte.MCSF_6d.r2","Monocyte.mixed.2","Human blood monocytes were differentiated over six days with either 100 ng/ml M.CSF or 1 umol/l CXCL4","GSM514670","GSE20484","MCSF_B","20335529","Monocyte","Mono","Mono"
"415","Hs.71.Monocyte.CXCL4_6d.r1","Monocyte.mixed.3","Human blood monocytes were differentiated over six days with either 100 ng/ml M.CSF or 1 umol/l CXCL4","GSM514671","GSE20484","CXCL4_A","20335529","Monocyte","Mono","Mono"
"416","Hs.71.Monocyte.CXCL4_6d.r2","Monocyte.mixed.4","Human blood monocytes were differentiated over six days with either 100 ng/ml M.CSF or 1 umol/l CXCL4","GSM514672","GSE20484","CXCL4_B","20335529","Monocyte","Mono","Mono"
"417","Hs.104.Macrophage.monocyte.derived.IL.4.cntrl.r1","Macrophage:monocyte.derived:il.4/cntrl.1","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183165","GSE7568","hMDM_IL.4.cntl BC348.1","18453574","Macrophage","Macroph","Macroph"
"418","Hs.104.Macrophage.monocyte.derived.IL.4.cntrl.r2","Macrophage:monocyte.derived:il.4/cntrl.2","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183193","GSE7568","hMDM_IL.4.cntl BC348.3","18453574","Macrophage","Macroph","Macroph"
"419","Hs.104.Macrophage.monocyte.derived.IL.4.cntrl.r3","Macrophage:monocyte.derived:il.4/cntrl.3","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183196","GSE7568","hMDM_IL.4.cntl BC349.4","18453574","Macrophage","Macroph","Macroph"
"420","Hs.104.Macrophage.monocyte.derived.IL.4.cntrl.r4","Macrophage:monocyte.derived:il.4/cntrl.4","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183201","GSE7568","hMDM_IL.4.cntl BC350.3","18453574","Macrophage","Macroph","Macroph"
"421","Hs.104.Macrophage.monocyte.derived.IL.4.cntrl.r5","Macrophage:monocyte.derived:il.4/cntrl.5","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183209","GSE7568","hMDM_IL.4.cntl BC351.2","18453574","Macrophage","Macroph","Macroph"
"422","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.cntrl.r1","Macrophage:monocyte.derived:il.4/dex/cntrl.1","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183217","GSE7568","hMDM_IL.4 Dex.cntl BC284.1","18453574","Macrophage","Macroph","Macroph"
"423","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.cntrl.r2","Macrophage:monocyte.derived:il.4/dex/cntrl.2","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183305","GSE7568","hMDM_IL.4 Dex.cntl BC284.2","18453574","Macrophage","Macroph","Macroph"
"424","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.cntrl.r3","Macrophage:monocyte.derived:il.4/dex/cntrl.3","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183306","GSE7568","hMDM_IL.4 Dex.cntl BC286.2","18453574","Macrophage","Macroph","Macroph"
"425","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.cntrl.r4","Macrophage:monocyte.derived:il.4/dex/cntrl.4","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183315","GSE7568","hMDM_IL.4 Dex.cntl BC287.3","18453574","Macrophage","Macroph","Macroph"
"426","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.cntrl.r5","Macrophage:monocyte.derived:il.4/dex/cntrl.5","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183316","GSE7568","hMDM_IL.4 Dex.cntl BC296.3","18453574","Macrophage","Macroph","Macroph"
"427","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_3h.r1","Macrophage:monocyte.derived.il.4/dex/tgfb.1","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183392","GSE7568","hMDM_IL.4 Dex TGF.beta 3h BC284.1","18453574","Macrophage","Macroph","Macroph"
"428","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_3h.r2","Macrophage:monocyte.derived.il.4/dex/tgfb.2","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183393","GSE7568","hMDM_IL.4 Dex TGF.beta 3h BC284.2","18453574","Macrophage","Macroph","Macroph"
"429","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_3h.r3","Macrophage:monocyte.derived.il.4/dex/tgfb.3","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183394","GSE7568","hMDM_IL.4 Dex TGF.beta 3h BC286.2","18453574","Macrophage","Macroph","Macroph"
"430","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_3h.r4","Macrophage:monocyte.derived.il.4/dex/tgfb.4","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183462","GSE7568","hMDM_IL.4 Dex TGF.beta 3h BC287.3","18453574","Macrophage","Macroph","Macroph"
"431","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_3h.r5","Macrophage:monocyte.derived.il.4/dex/tgfb.5","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183463","GSE7568","hMDM_IL.4 Dex TGF.beta 3h BC296.3","18453574","Macrophage","Macroph","Macroph"
"432","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_24h.r1","Macrophage:monocyte.derived.il.4/dex/tgfb.6","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183464","GSE7568","hMDM_IL.4 Dex TGF.beta 24h BC284.1","18453574","Macrophage","Macroph","Macroph"
"433","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_24h.r2","Macrophage:monocyte.derived.il.4/dex/tgfb.7","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183465","GSE7568","hMDM_IL.4 Dex TGF.beta 24h BC284.2","18453574","Macrophage","Macroph","Macroph"
"434","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_24h.r3","Macrophage:monocyte.derived.il.4/dex/tgfb.8","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183466","GSE7568","hMDM_IL.4 Dex TGF.beta 24h BC286.2","18453574","Macrophage","Macroph","Macroph"
